Window, Target Return, In-sample Mean, In-sample Covariance, Out-sample Mean, Out-sample Covariance
42, 0, 0.00520437, 0.000365082, 0.00349262, 0.000253066
42, 0.005, 0.0200604, 0.000505214, 0.0308229, 0.00153839
42, 0.01, 0.0349709, 0.000820564, 0.0577829, 0.00467202
42, 0.015, 0.0497726, 0.00133719, 0.0836431, 0.00952718
42, 0.02, 0.0641863, 0.00214797, 0.10683, 0.0157441
42, 0.025, 0.0780743, 0.0031832, 0.128271, 0.0231086
42, 0.03, 0.0914862, 0.00449832, 0.147947, 0.0314215
42, 0.035, 0.10456, 0.0062356, 0.165823, 0.0405547
42, 0.04, 0.117777, 0.00867244, 0.182632, 0.0507833
42, 0.045, 0.132188, 0.0121694, 0.200813, 0.0633049
42, 0.05, 0.148871, 0.016762, 0.223913, 0.0800388
42, 0.055, 0.166969, 0.0213853, 0.252362, 0.10109
42, 0.06, 0.179771, 0.0229643, 0.274186, 0.117495
42, 0.065, 0.139833, 0.0120581, 0.256638, 0.0928035
42, 0.07, 0.146063, 0.017632, 0.276606, 0.108523
42, 0.075, 0.158454, 0.01814, 0.295574, 0.123606
42, 0.08, 0.170923, 0.0186372, 0.3143, 0.139621
42, 0.085, 0.183553, 0.019472, 0.333908, 0.157383
42, 0.09, 0.196215, 0.0206305, 0.354132, 0.176784
42, 0.095, 0.208818, 0.0220538, 0.37466, 0.197631
43, 0, 0.00379221, 0.000308559, 0.000985547, 0.000209836
43, 0.005, 0.0194714, 0.000425563, 0.00751381, 0.00386576
43, 0.01, 0.0354278, 0.000793769, 0.0140448, 0.0131516
43, 0.015, 0.0512565, 0.00141567, 0.0203276, 0.0268788
43, 0.02, 0.066724, 0.00227428, 0.0262372, 0.0440246
43, 0.025, 0.0817791, 0.00336553, 0.0317747, 0.063947
43, 0.03, 0.0964385, 0.00470734, 0.0369621, 0.0861654
43, 0.035, 0.110762, 0.00634514, 0.0418283, 0.110353
43, 0.04, 0.124899, 0.00835129, 0.0464585, 0.13661
43, 0.045, 0.139141, 0.0108059, 0.0510571, 0.165873
43, 0.05, 0.153887, 0.0137389, 0.055945, 0.200056
43, 0.055, 0.169403, 0.0170334, 0.0614139, 0.241394
43, 0.06, 0.18548, 0.0203638, 0.0674612, 0.290709
43, 0.065, 0.201309, 0.0232881, 0.0736443, 0.34548
43, 0.07, 0.215763, 0.0254128, 0.0792408, 0.39953
43, 0.075, 0.22623, 0.0254869, 0.0828308, 0.438211
43, 0.08, 0.203165, 0.0190008, 0.0784461, 0.409401
43, 0.085, 0.213472, 0.022795, 0.0826109, 0.45647
43, 0.09, 0.227383, 0.0249933, 0.088037, 0.516864
43, 0.095, 0.241103, 0.0267642, 0.0930395, 0.576094
44, 0, 0.00505413, 0.000283322, -8.1496e-05, 0.000169714
44, 0.005, 0.0253759, 0.000439525, 0.000409916, 0.00391786
44, 0.01, 0.0454955, 0.000905139, 0.00379284, 0.013273
44, 0.015, 0.0643972, 0.00165127, 0.0103326, 0.0261323
44, 0.02, 0.0820697, 0.00264759, 0.018247, 0.0411992
44, 0.025, 0.0986635, 0.00391353, 0.0266271, 0.057539
44, 0.03, 0.114308, 0.00556628, 0.0350475, 0.0741369
44, 0.035, 0.12968, 0.00790032, 0.0429181, 0.091068
44, 0.04, 0.146816, 0.0113512, 0.0497977, 0.112378
44, 0.045, 0.167927, 0.0158052, 0.0558669, 0.146159
44, 0.05, 0.189451, 0.0193129, 0.0612989, 0.190057
44, 0.055, 0.203804, 0.020208, 0.0676967, 0.222775
44, 0.06, 0.160899, 0.0146342, 0.0752035, 0.206564
44, 0.065, 0.175962, 0.0151232, 0.0818384, 0.237427
44, 0.07, 0.191222, 0.015746, 0.0883698, 0.271086
44, 0.075, 0.206883, 0.0167735, 0.0947448, 0.310065
44, 0.08, 0.22264, 0.0181361, 0.101054, 0.353456
44, 0.085, 0.238333, 0.0197497, 0.107342, 0.400414
44, 0.09, 0.253922, 0.0215549, 0.113624, 0.450472
44, 0.095, 0.269422, 0.023516, 0.119907, 0.503429
45, 0, 0.00390615, 0.00026194, -0.00299526, 0.000185999
45, 0.005, 0.0181174, 0.000391351, 0.00786644, 0.00101988
45, 0.01, 0.0323042, 0.000745765, 0.0177211, 0.00352733
45, 0.015, 0.0460383, 0.00130679, 0.0265932, 0.00715055
45, 0.02, 0.059309, 0.00207121, 0.0346058, 0.0115506
45, 0.025, 0.0721867, 0.00306635, 0.0417391, 0.0164781
45, 0.03, 0.0847819, 0.00436789, 0.047863, 0.0217121
45, 0.035, 0.0973486, 0.0061125, 0.0529816, 0.0272232
45, 0.04, 0.11038, 0.00847225, 0.0575762, 0.0334517
45, 0.045, 0.124457, 0.011511, 0.0627523, 0.0413935
45, 0.05, 0.139633, 0.0149, 0.0697489, 0.0520835
45, 0.055, 0.154546, 0.0177628, 0.0786278, 0.0650679
45, 0.06, 0.164955, 0.0183574, 0.08721, 0.0754046
45, 0.065, 0.138799, 0.0109063, 0.124697, 0.0971028
45, 0.07, 0.144935, 0.0150143, 0.137737, 0.116284
45, 0.075, 0.156917, 0.0161841, 0.146183, 0.131755
45, 0.08, 0.168829, 0.0170995, 0.153466, 0.146172
45, 0.085, 0.180786, 0.0181932, 0.160957, 0.161828
45, 0.09, 0.192759, 0.0194982, 0.168761, 0.178957
45, 0.095, 0.204714, 0.0209959, 0.176817, 0.197486
46, 0, 0.00311577, 0.000283324, 0.00752733, 0.000629899
46, 0.005, 0.0224012, 0.000457155, 0.0213936, 0.0025755
46, 0.01, 0.0409061, 0.000900448, 0.0349125, 0.00825486
46, 0.015, 0.0581709, 0.0015728, 0.0472712, 0.016241
46, 0.02, 0.0743242, 0.00244615, 0.0584677, 0.0256609
46, 0.025, 0.0895881, 0.00350877, 0.0687063, 0.0360556
46, 0.03, 0.104147, 0.00476412, 0.0782033, 0.047158
46, 0.035, 0.118183, 0.00622891, 0.0871912, 0.0588617
46, 0.04, 0.131944, 0.00792769, 0.0959703, 0.07133
46, 0.045, 0.145782, 0.00987867, 0.10492, 0.0851182
46, 0.05, 0.160097, 0.0120661, 0.114408, 0.101165
46, 0.055, 0.175176, 0.0144093, 0.124604, 0.120523
46, 0.06, 0.190974, 0.0167602, 0.135281, 0.1438
46, 0.065, 0.20705, 0.0189592, 0.145815, 0.170605
46, 0.07, 0.22276, 0.0209117, 0.15547, 0.199544
46, 0.075, 0.237485, 0.0225798, 0.16359, 0.228632
46, 0.08, 0.250263, 0.0237357, 0.168922, 0.254739
46, 0.085, 0.263858, 0.0241896, 0.173932, 0.288838
46, 0.09, 0.249135, 0.021474, 0.112605, 0.374063
46, 0.095, 0.263298, 0.0238935, 0.119334, 0.417405
47, 0, 0.00270431, 0.000364907, 0.00696486, 0.000230163
47, 0.005, 0.0201422, 0.000529135, -0.0165204, 0.00432963
47, 0.01, 0.0369919, 0.000934469, -0.0363353, 0.0157575
47, 0.015, 0.0529296, 0.00155159, -0.0526876, 0.0327366
47, 0.02, 0.0679956, 0.00235664, -0.0666053, 0.0539881
47, 0.025, 0.0823318, 0.0033332, -0.0789304, 0.0787588
47, 0.03, 0.0960805, 0.00447167, -0.0901996, 0.106612
47, 0.035, 0.109364, 0.00576776, -0.100748, 0.137296
47, 0.04, 0.122294, 0.00722067, -0.110818, 0.170717
47, 0.045, 0.134986, 0.0088308, -0.120627, 0.206957
47, 0.05, 0.147568, 0.0105969, -0.13041, 0.246321
47, 0.055, 0.160179, 0.0125121, -0.140424, 0.289346
47, 0.06, 0.172953, 0.0145598, -0.150941, 0.336768
47, 0.065, 0.185996, 0.0167112, -0.162204, 0.389408
47, 0.07, 0.199357, 0.0189261, -0.174384, 0.447984
47, 0.075, 0.213013, 0.0211595, -0.187525, 0.512913
47, 0.08, 0.226873, 0.0233732, -0.201532, 0.584167
47, 0.085, 0.240811, 0.025545, -0.216191, 0.661291
47, 0.09, 0.2547, 0.027674, -0.231239, 0.743576
47, 0.095, 0.268449, 0.0297765, -0.246428, 0.83028
48, 0, 0.00267157, 0.000368858, -0.000289344, 0.000307821
48, 0.005, 0.0119982, 0.000479292, -8.01588e-05, 0.00120606
48, 0.01, 0.0212168, 0.00072514, -0.000208221, 0.00305106
48, 0.015, 0.0301896, 0.00109689, -0.000720063, 0.0056791
48, 0.02, 0.038877, 0.00158899, -0.00155715, 0.00894817
48, 0.025, 0.0472814, 0.00219798, -0.00263331, 0.0127571
48, 0.03, 0.0554215, 0.00292318, -0.00387126, 0.0170361
48, 0.035, 0.0633212, 0.00376729, -0.00521129, 0.0217368
48, 0.04, 0.0710084, 0.00473647, -0.0066077, 0.0268298
48, 0.045, 0.0785199, 0.00583978, -0.00802353, 0.0323084
48, 0.05, 0.0859055, 0.00708775, -0.00942798, 0.0381955
48, 0.055, 0.0932301, 0.00848993, -0.0107967, 0.0445474
48, 0.06, 0.100571, 0.0100511, -0.0121128, 0.0514534
48, 0.065, 0.108008, 0.0117664, -0.0133671, 0.0590244
48, 0.07, 0.11561, 0.0136162, -0.0145557, 0.0673726
48, 0.075, 0.123418, 0.0155633, -0.0156781, 0.0765807
48, 0.08, 0.13143, 0.017554, -0.0167351, 0.0866682
48, 0.085, 0.139595, 0.0195252, -0.0177301, 0.0975635
48, 0.09, 0.147819, 0.0214162, -0.0186722, 0.109097
48, 0.095, 0.155984, 0.023182, -0.0195789, 0.121026
49, 0, 0.00236762, 0.000377172, -0.00351491, 0.00154617
49, 0.005, 0.011538, 0.000499494, 0.00853616, 0.00390305
49, 0.01, 0.0204601, 0.000737937, 0.0206107, 0.00823426
49, 0.015, 0.0290492, 0.00109002, 0.0326539, 0.01426
49, 0.02, 0.037287, 0.00155129, 0.0445692, 0.0216997
49, 0.025, 0.045196, 0.00211845, 0.0562693, 0.0303332
49, 0.03, 0.0528145, 0.00279084, 0.0676954, 0.0400091
49, 0.035, 0.0601849, 0.00357089, 0.078816, 0.0506368
49, 0.04, 0.067354, 0.00446346, 0.0896254, 0.0621841
49, 0.045, 0.0743766, 0.00547425, 0.100149, 0.07468
49, 0.05, 0.0813172, 0.00660758, 0.110445, 0.0882156
49, 0.055, 0.0882465, 0.00786368, 0.120609, 0.102932
49, 0.06, 0.0952342, 0.00923562, 0.130757, 0.118998
49, 0.065, 0.102339, 0.0107067, 0.141017, 0.136568
49, 0.07, 0.1096, 0.0122495, 0.1515, 0.155737
49, 0.075, 0.117022, 0.0138275, 0.162285, 0.176493
49, 0.08, 0.124579, 0.0153999, 0.173402, 0.198692
49, 0.085, 0.132214, 0.0169295, 0.184827, 0.222054
49, 0.09, 0.139852, 0.0183896, 0.196496, 0.246215
49, 0.095, 0.147416, 0.0197681, 0.208324, 0.270796
50, 0, 0.00115066, 0.000424136, -0.00319519, 0.000637259
50, 0.005, 0.0105447, 0.000498317, 0.0109172, 0.00152375
50, 0.01, 0.0198111, 0.000713153, 0.0244593, 0.00552143
50, 0.015, 0.0288095, 0.00106077, 0.0372335, 0.0119457
50, 0.02, 0.0375121, 0.00153192, 0.0492441, 0.0202042
50, 0.025, 0.0459487, 0.00211907, 0.0605942, 0.029925
50, 0.03, 0.0541643, 0.00281675, 0.0714093, 0.0409072
50, 0.035, 0.0622017, 0.003621, 0.0818048, 0.0530515
50, 0.04, 0.0700974, 0.00452883, 0.0918773, 0.0663174
50, 0.045, 0.0778823, 0.0055377, 0.101707, 0.0807002
50, 0.05, 0.0855828, 0.00664515, 0.111362, 0.0962212
50, 0.055, 0.0932223, 0.00784835, 0.1209, 0.112923
50, 0.06, 0.100822, 0.00914389, 0.130375, 0.130867
50, 0.065, 0.1084, 0.0105275, 0.139833, 0.15013
50, 0.07, 0.115973, 0.011994, 0.149316, 0.170804
50, 0.075, 0.123556, 0.0135371, 0.158863, 0.192991
50, 0.08, 0.131162, 0.0151497, 0.168506, 0.216798
50, 0.085, 0.138798, 0.0168239, 0.17827, 0.242337
50, 0.09, 0.146472, 0.0185514, 0.188175, 0.269711
50, 0.095, 0.154187, 0.0203238, 0.198233, 0.299016
